Day,Visitor type,Site member,Traffic category,Traffic source,Traffic source URL,UTM campaign source,UTM campaign medium,UTM campaign name,UTM campaign content,UTM campaign keywords,UTM Wix campaign,Page path,Page URL,Country,Region,City,Postal code,Device type,Browser,Browser version,Operating system,IP address,Is the first page viewed (Yes / No),Is the last page viewed (Yes / No),Next page viewed,Previous page viewed,Page views,Site sessions,Unique visitors,Bounce rate,Page exit rate,Avg. session duration,Avg. time on page,Avg. pages per session
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Mac OS,12.74.213.76,No,No,/events,/,1,1,1,0.00%,0.00%,9m 32s,3s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/team,1,1,1,0.00%,0.00%,1h 46m 28s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Mac OS,12.74.213.76,No,No,/,/events,1,1,1,0.00%,0.00%,9m 32s,25s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MA,Waltham,02453,Desktop,Firefox,126.0,Windows,154.3.222.167,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/events,1,1,1,0.00%,0.00%,7m 57s,9s,1
2024-05-23,Returning,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,380001,Desktop,Chrome,124.0.0.0,Windows,103.228.144.252,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,1,1,1,0.00%,0.00%,57m 18s,4m 09s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/,/faq,1,1,1,0.00%,0.00%,42m 54s,12s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/news-1,1,1,1,0.00%,0.00%,34m 18s,15s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,Yes,,/news-1,1,1,1,0.00%,100.00%,29s,,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Mac OS,12.74.213.76,No,Yes,,/services,1,1,1,0.00%,100.00%,9m 32s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/faq,1,1,1,0.00%,0.00%,51m 58s,5s,1
2024-05-09,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,Unknown,Unknown,Unknown,Desktop,Chrome,117.0.5938.132,Windows,65.154.226.170,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/team,1,1,1,0.00%,0.00%,47m 23s,2s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients,1,1,1,0.00%,0.00%,58m 14s,3s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Arlington Heights,60004,Desktop,Firefox,126.0,Windows,76.141.148.254,No,No,/,/offers,1,1,1,0.00%,0.00%,1m 15s,3s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/clients,1,1,1,0.00%,0.00%,1h 46m 28s,5s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/jobs,1,1,1,0.00%,0.00%,22m 32s,6m 24s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/cart-page,1,1,1,0.00%,0.00%,58m 14s,3s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/jobs,1,1,1,0.00%,0.00%,22m 32s,1s,1
2024-05-17,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,No,/services,,1,1,1,0.00%,0.00%,2m 47s,1m 44s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Bolingbrook,60440,Desktop,Chrome,125.0.0.0,Windows,104.12.224.14,No,No,/events,/business-directory,1,1,1,0.00%,0.00%,3m 28s,7s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/,1,1,1,0.00%,0.00%,30m 01s,1m 38s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,123.0.0.0,Windows,98.206.217.54,No,No,/jobs,/events,1,1,1,0.00%,0.00%,33s,2s,1
2024-06-02,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Aurora,60505,Desktop,Chrome,125.0.0.0,Windows,98.63.212.78,No,Yes,,/jobs,1,1,1,0.00%,100.00%,4m 01s,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/clients-1-1,1,1,1,0.00%,0.00%,47m 23s,4s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/news-1,1,1,1,0.00%,0.00%,41m 42s,12m 16s,1
2024-05-07,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,30s,4s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,Yes,No,/services,,1,1,1,0.00%,0.00%,4m 06s,24s,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,CA,Los Angeles,90060,Mobile,Chrome,99.0.4844.47,iOS,216.19.202.145,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/offers,1,1,1,0.00%,0.00%,31m 04s,5m 12s,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/events,1,1,1,0.00%,0.00%,1m 49s,5s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/about-us,1,1,1,0.00%,0.00%,47m 23s,7s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,32m 21s,9s,1
2024-05-16,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/contact-us,/offers,1,1,1,0.00%,0.00%,2m 36s,25s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,47m 23s,2s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,123.0.0.0,Windows,98.206.217.54,No,No,/services,/about-us,1,1,1,0.00%,0.00%,33s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/faq,1,1,1,0.00%,0.00%,4m 13s,1m 10s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/services,1,1,1,0.00%,0.00%,3m 50s,7s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,CA,Unknown,Unknown,Mobile,Chrome,117.0.0.0,Android,166.205.132.20,No,No,/offers,/offers,1,1,1,0.00%,0.00%,16m 13s,38s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/,1,1,1,0.00%,0.00%,3m 50s,5s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/business-directory,1,1,1,0.00%,0.00%,34m 12s,3m 22s,1
2024-05-06,New,No,Direct,Direct,https://schaumburgmarketplace.net/,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.106.36,No,Yes,,/about-us,1,1,1,0.00%,100.00%,17s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/contact-us,1,1,1,0.00%,0.00%,43m 40s,2s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/jobs,/services,1,1,1,0.00%,0.00%,4m 06s,6s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Carol Stream,60188,Desktop,Edge,124.0.0.0,Windows,67.165.137.153,No,No,/,/,1,1,1,0.00%,0.00%,27s,6s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Arlington Heights,60004,Desktop,Firefox,126.0,Windows,76.141.148.254,No,Yes,,/news-1,1,1,1,0.00%,100.00%,26s,,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,33m 16s,11s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients-1-1,/team,1,1,1,0.00%,0.00%,47m 23s,2m 42s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/,1,1,1,0.00%,0.00%,4m 13s,20s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/about-us,/events,1,1,1,0.00%,0.00%,4m 06s,14s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/jobs,1,1,1,0.00%,0.00%,32m 21s,2s,1
2024-06-02,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Unknown,Unknown,Mobile,Safari,16.1,iOS,107.77.209.150,No,No,/contact-us,/jobs,1,1,1,0.00%,0.00%,4m 38s,13s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Windows,12.74.213.76,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/offers,1,1,1,0.00%,0.00%,3m 09s,10s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/about-us,1,1,1,0.00%,0.00%,51m 58s,30s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/,1,1,1,0.00%,0.00%,29s,2s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/events,/about-us,1,1,1,0.00%,0.00%,29s,2s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,34m 18s,3s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/business-directory,1,1,1,0.00%,0.00%,1h 16m 24s,1s,1
2024-05-15,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/jobs,1,1,1,0.00%,0.00%,32m 41s,17s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/why-smp,1,1,1,0.00%,0.00%,47m 23s,5s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,1h 20m 51s,18s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,1,1,1,0.00%,0.00%,54m 10s,5s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Glenview,60025,Desktop,Firefox,126.0,Windows,73.75.249.236,No,Yes,,/,1,1,1,0.00%,100.00%,54s,,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,382350,Desktop,Chrome,124.0.0.0,Windows,103.85.9.27,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/why-smp,1,1,1,0.00%,0.00%,33m 16s,3s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/home,1,1,1,0.00%,0.00%,51m 58s,17s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,1h 16m 24s,15s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/contact-us,/offers,1,1,1,0.00%,0.00%,1h 20m 51s,4s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/offers,1,1,1,0.00%,0.00%,13m 29s,1s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/events,/business-directory,1,1,1,0.00%,0.00%,6m 50s,9s,1
2024-05-26,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,Unknown,Unknown,Unknown,Desktop,Chrome,117.0.5938.132,Windows,65.154.226.167,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NV,Las Vegas,89110,Desktop,Firefox,126.0,Windows,70.189.171.51,No,No,/business-directory,/business-directory,1,1,1,0.00%,0.00%,23m 13s,29s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/cart-page,https://schaumburgmarketplace.net/cart-page,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/testimonials,1,1,1,0.00%,0.00%,33m 16s,33s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Chicago,60652,Desktop,Chrome,124.0.0.0,Mac OS,12.74.213.76,Yes,No,/services,,1,1,1,0.00%,0.00%,9m 32s,7m 37s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/general-4,/about-us,1,1,1,0.00%,0.00%,51m 58s,3s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/offers,/news-1,1,1,1,0.00%,0.00%,12m 24s,19s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/services,1,1,1,0.00%,100.00%,51m 58s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/cart-page,https://schaumburgmarketplace.net/cart-page,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/,/,1,1,1,0.00%,0.00%,1h 20m 51s,3s,1
2024-05-16,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/services,1,1,1,0.00%,0.00%,5s,3s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/news-1,1,1,1,0.00%,0.00%,1m 56s,3s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/services,/events,1,1,1,0.00%,0.00%,17m 01s,20s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/contact-us,1,1,1,0.00%,0.00%,43m 40s,9s,1
2024-05-22,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/services,/,1,1,1,0.00%,0.00%,48s,6s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/about-us,1,1,1,0.00%,0.00%,12m 06s,1s,1
2024-06-01,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/cart-page,https://schaumburgmarketplace.net/cart-page,United States,IL,Bolingbrook,60440,Mobile,Safari,16.1,iOS,104.12.224.14,No,No,/,/offers,1,1,1,0.00%,0.00%,1m 32s,7s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/business-directory,1,1,1,0.00%,0.00%,22m 32s,1m 14s,1
2024-06-01,Returning,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United Kingdom,ENG,London,EC1N,Mobile,Safari,17.4.1,iOS,145.224.91.89,No,No,/,/business-directory,1,1,1,0.00%,0.00%,4m 38s,30s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/faq,1,1,1,0.00%,0.00%,3m 02s,12s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/contact-us,1,1,1,0.00%,0.00%,41m 42s,1s,1
